CUST_ID	OUT_COMMUNITY_TOTAL	OUT_COMMUNITY_VOICE	OUT_COMMUNITY_SMS	IN_COMMUNITY_VOICE	IN_COMMUNITY_SMS	IN_COMMUNITY_TOTAL	VOICE_OUT_CALLS	VOICE_IN_CALLS	SMS_OUT_CALLS	MMS_OUT_CALLS	EVENTS_CALLS	INTERNET_CALLS	TOTAL_OUT_CALLS	VOICE_OUT_MINS	VOICE_IN_MINS	GPRS_TRAFFIC	EVENTS_TRAFFIC	OUT_CALLS_ROAMING	OUT_MINS_ROAMING	OUT_CALLS_INTERNATIONAL	OUT_MINS_INTERNATIONAL	OUT_CALLS_PEAK	OUT_CALLS_OFFPEAK	OUT_CALLS_WORK	OUT_CALLS_NONWORK	IN_CALLS_PEAK	IN_CALLS_OFFPEAK	IN_CALLS_WORK	IN_CALLS_NONWORK	DAYS_OUT	DAYS_IN	AGE	GENDER
"C11990"	43.355801	28.118236	23.242000	57.173913	24.391990	72.997279	124.770170	149.119315	62.360839	0.000000	1.217119	0.000000	195.367321	137.210672	237.378023	0.000000	0.000000	0.632643	0.203615	1.979533	1.622271	88.122812	19.671761	159.000069	35.390731	126.819452	28.746893	186.144993	34.874633	29.292348	27.729648	31.879964	"F"
"C11991"	53.236647	46.187111	2.886730	49.960956	6.800455	52.144419	162.108296	170.395264	3.072017	0.000000	0.328192	0.000000	169.104601	140.426630	138.058090	0.000000	0.033283	0.000000	0.000000	1.806013	3.741776	103.935835	36.704489	121.894703	36.272192	131.446403	52.500638	108.878316	37.013700	27.124103	26.657221	36.776587	"M"
"C11992"	20.449637	15.837233	0.478907	25.789132	0.654532	25.532758	44.965926	68.237495	1.458941	0.000000	0.160071	0.000000	45.882740	19.640089	62.234687	0.000000	0.046838	0.000000	0.000000	0.000000	0.000000	36.055028	4.461139	42.934212	4.072329	63.853529	6.954829	45.379442	2.933371	16.849686	17.664585	60.942609	"M"
"C11993"	13.572536	9.185161	2.481783	11.913539	6.023598	17.249069	65.166532	132.209630	0.602689	0.000000	15.235544	0.453622	99.708328	123.092548	143.143942	0.000000	2.348322	0.000000	0.000000	0.154833	0.482791	33.865834	37.116876	59.532379	28.967135	48.343174	76.256833	93.068548	43.363866	25.409521	25.905823	27.529459	"M"
"C11994"	15.581804	12.144477	2.293099	20.655641	5.561084	22.800729	62.902180	114.166493	8.524028	0.000000	0.000000	0.000000	67.504627	84.966453	149.853948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.914131	20.833823	53.084314	19.283505	96.540894	34.841560	86.914354	26.020292	23.170057	25.221291	43.597696	"M"
"C11995"	16.380286	13.889092	0.326054	12.877563	1.323747	14.541705	35.620728	52.410469	0.161993	0.000000	0.000000	0.000000	37.641239	21.448261	40.119461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	24.505658	9.250435	32.510732	5.201932	36.213960	20.642479	32.039956	8.752207	16.337488	20.141069	68.256128	"F"
"C11996"	21.569538	19.444212	1.077257	153.567976	5.782763	153.802983	38.375909	514.681134	0.939071	0.000000	0.153115	0.000000	39.380839	19.094218	364.343786	0.000000	0.000000	0.000000	0.000000	0.162914	0.002629	29.490703	6.419035	35.035087	6.226630	496.132606	132.519374	310.513656	49.375411	16.561239	29.610671	62.975115	"M"
"C11997"	42.669415	34.519046	2.199025	53.136851	4.798352	55.027946	134.983409	172.005059	4.773080	0.000000	0.000000	0.000000	135.859360	135.829753	148.694539	0.000000	0.000000	0.000000	0.000000	1.234372	1.327623	79.358813	40.906349	100.583941	39.088353	132.293814	44.906916	122.293938	34.521808	27.897423	28.717912	43.404340	"M"
"C11998"	5.144398	3.854843	0.499794	11.908631	2.636778	13.857735	12.188993	31.810818	0.159025	0.000000	0.156085	0.000000	12.881428	4.926786	26.943822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.634068	5.295226	8.441725	4.538802	22.291422	14.675402	19.729404	7.684870	9.903855	15.573672	59.228372	"M"
"C11999"	23.339510	18.222452	1.090317	9.868994	2.463686	12.663560	111.759021	31.782486	2.776586	0.000000	0.912216	0.000000	120.884528	108.985723	49.213819	0.000000	0.144359	0.000000	0.000000	0.000000	0.000000	58.160721	43.212972	76.394061	40.282901	23.060247	11.357033	23.343661	9.489068	29.152791	15.990203	53.322871	"F"
"C12000"	51.383033	48.761405	0.810921	31.259183	5.222600	33.939207	479.867715	228.997471	0.830900	0.000000	0.000000	0.000000	451.846757	417.447709	133.660676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	284.307103	160.751150	351.094453	118.383723	174.023521	72.233428	188.511210	41.924824	27.482071	28.304972	43.888489	"M"
"C12001"	10.899120	7.701067	2.433177	11.821182	7.281625	17.434413	24.477215	47.935862	3.444164	0.000000	0.750615	0.000000	28.030008	25.918359	32.034513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.552438	10.449487	17.428232	10.735134	29.966458	23.383900	35.295555	17.973693	12.568119	18.472824	26.984017	"F"
"C12002"	12.284788	5.102596	8.671516	35.051891	7.594731	36.873686	43.888696	112.624948	17.481723	0.000000	0.310216	0.000000	62.442503	28.891457	102.497885	0.000000	0.094464	0.000000	0.000000	0.617384	0.137739	31.832597	8.738617	44.662766	20.108159	104.347371	26.138626	83.828258	19.387570	23.883195	26.511164	43.742834	"F"
"C12003"	51.487278	37.102384	31.273391	40.147217	29.455152	57.190393	172.981257	228.944843	145.716897	1.108082	0.467879	0.000000	330.014562	200.577024	409.023228	0.080311	0.000000	0.000000	0.000000	0.000000	0.000000	98.603454	70.198025	250.261758	94.238957	138.449996	113.083200	373.675847	149.043812	27.843857	28.549962	51.486354	"M"
"C12004"	56.189348	47.756523	0.000000	100.193996	1.368642	106.800072	190.455072	553.204924	0.000000	0.000000	0.000000	0.164268	196.282033	131.884833	473.787746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	146.264334	50.220966	150.037509	44.998944	475.739036	112.506520	358.255947	64.727730	29.300363	27.917691	38.057898	"M"
"C12005"	43.054671	36.044176	1.664616	34.226944	10.264865	40.494470	106.752437	90.511274	1.453625	0.000000	2.419484	0.000000	111.214766	114.135424	86.990780	0.000000	0.093751	0.000000	0.000000	3.656537	2.001948	71.965719	20.558933	89.236932	18.162709	66.049937	35.088133	63.137487	25.844819	24.626868	25.336838	52.079591	"F"
"C12006"	5.119154	4.157671	0.941787	5.767250	2.746608	8.277338	18.352662	25.608077	1.136222	0.000000	0.000000	0.000000	20.730410	8.172858	12.076649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.711424	5.463833	13.830612	5.707346	16.827792	10.525305	16.985396	7.375974	14.497997	15.966692	41.059704	"F"
"C12007"	62.220042	54.084152	0.331789	70.433538	9.446674	82.575325	158.271412	199.792982	0.946846	0.000000	0.000000	0.000000	159.960673	228.820013	227.395027	0.000000	0.000000	1.469332	1.911400	0.000000	0.000000	102.180475	32.604866	136.102168	29.966058	150.364626	61.981726	162.993345	47.482351	27.495136	26.688919	65.375893	"M"
"C12008"	32.227915	22.536531	15.978108	44.382273	20.564933	55.724919	77.881608	205.356619	151.825283	0.316657	0.323598	0.000000	237.449754	54.500497	180.952887	0.000000	0.000000	0.000000	0.000000	0.482845	0.030687	45.660472	28.242470	178.527989	67.091426	120.694610	72.003823	319.783960	132.197240	28.223653	28.805247	59.267337	"F"
"C12009"	14.160255	13.283711	1.627949	11.864188	3.173048	14.298712	41.391421	38.795425	11.293396	0.000000	0.000000	0.000000	59.550603	43.752290	59.322052	0.000000	0.000000	0.000000	0.000000	0.153965	0.002618	27.808606	11.230468	50.567134	10.644101	27.777514	14.544147	48.220387	11.255421	22.517884	20.881870	42.986979	"F"
"C12010"	10.507278	9.721217	1.213513	7.161903	2.765079	9.341373	31.206633	16.385188	1.252161	0.164474	0.646612	0.000000	37.677905	25.130408	12.872744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.539342	9.216965	29.303977	8.479041	11.842995	6.062190	11.190126	5.635930	19.327753	11.234979	44.758203	"M"
"C12011"	15.275493	14.018595	1.778796	13.232628	4.958950	16.273383	83.079617	75.103071	2.316098	0.000000	0.470891	0.000000	83.930861	53.364058	50.370007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.626809	34.277677	66.484052	22.746844	50.467043	23.861412	63.786377	16.685919	26.095383	25.095976	41.436675	"F"
"C12012"	0.499982	0.469908	0.000000	3.563007	0.910181	4.759587	0.478541	17.410835	0.000000	0.000000	0.000000	0.000000	0.494859	0.475394	97.488356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164855	0.308532	0.316492	0.157610	10.330312	7.819174	14.111468	5.284316	0.470465	14.034911	35.001583	"M"
"C12013"	15.214110	12.618351	2.727138	33.350154	5.470892	39.079020	35.621012	140.084390	2.557319	0.000000	0.497581	0.604271	41.261384	22.519787	112.345052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.246250	11.760777	30.633711	9.529991	128.244018	35.649501	96.393902	15.207345	16.255736	24.871843	33.909104	"M"
"C12014"	11.513516	9.946027	3.893486	14.153981	9.448491	20.596401	36.830710	101.316011	38.197643	0.000000	0.000000	0.308275	72.852806	59.993313	160.342923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.028509	22.465865	52.947154	25.682088	55.053602	38.455393	142.815833	40.394703	21.058737	27.645321	24.595862	"F"
"C12015"	11.677779	10.963277	0.975907	8.888068	2.145942	10.917936	27.132191	25.569856	0.161646	0.655312	1.131670	0.000000	32.482961	26.810083	24.496424	0.924829	0.088775	0.000000	0.000000	0.000000	0.000000	16.209936	7.133664	25.605244	6.461647	16.907304	10.147453	16.269513	5.730207	17.712248	14.229910	32.261277	"M"
"C12016"	11.511796	11.544306	0.318800	11.627556	1.298138	13.323895	89.888855	137.056878	0.328132	0.000000	0.000000	2.553091	92.723435	105.025038	47.935861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	59.767293	24.500550	74.972327	17.710228	100.535534	41.225383	111.011445	34.421553	22.648630	24.466451	28.926171	"M"
"C12017"	10.613542	9.811754	1.249999	18.796492	10.074498	26.461091	52.677313	90.372652	1.284504	0.000000	0.000000	0.152992	61.943602	26.700223	338.781186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.276339	11.956182	52.473315	10.530024	61.831982	37.315546	145.595104	44.509130	22.832815	27.865339	50.303529	"M"
"C12018"	11.547284	11.215203	0.163314	16.319709	3.543914	18.258925	27.490817	46.518917	0.150314	0.000000	0.000000	0.000000	27.399526	22.652248	42.754208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.725731	8.420551	20.329878	7.823666	36.106217	15.203183	31.909945	9.934927	14.835061	18.797375	40.297009	"F"
"C12019"	14.172706	11.502194	5.709470	21.852715	7.873585	26.986141	24.839665	87.113058	26.030537	0.000000	0.000000	0.000000	59.900094	17.472570	47.033850	0.000000	0.000000	0.819128	0.970751	3.087343	2.875132	11.970831	10.185412	39.558942	18.322227	57.129780	31.101528	74.812537	28.001064	20.331097	25.150175	45.751408	"F"
"C12020"	24.195181	23.085009	4.059828	31.777638	7.403611	38.562726	144.129062	164.228596	14.867152	0.498451	1.101092	0.000000	164.249905	81.715608	127.614631	0.000000	1.690687	0.000000	0.000000	0.157655	0.080245	82.418247	63.571549	113.847125	44.344309	102.752044	77.205074	129.402223	43.974545	28.630487	28.534881	42.528239	"F"
"C12021"	21.408061	20.817928	1.249741	34.033794	6.499139	38.279913	47.728398	138.230613	1.537310	0.000000	0.000000	0.000000	46.374698	18.489024	105.733114	0.000000	0.000000	0.000000	0.000000	0.164279	0.002545	29.493451	14.720528	37.113847	9.115259	109.753952	34.533318	85.288051	18.156930	19.107793	25.876030	36.974765	"F"
"C12022"	6.688370	5.872162	0.929145	14.402439	2.331370	17.459158	6.933834	39.652195	0.940679	0.000000	0.000000	0.000000	9.512063	6.778202	46.214562	0.000000	0.000000	0.153731	0.059571	0.000000	0.000000	2.567134	3.059100	6.735561	2.707777	32.484694	14.149177	26.183414	8.618800	6.301168	17.806398	25.445599	"M"
"C12023"	17.576843	15.571884	3.594697	12.641785	7.260489	19.821566	45.731416	32.073715	5.943990	0.000000	1.610104	2.155570	59.433838	48.317550	23.574258	0.000000	0.033608	0.000000	0.000000	0.000000	0.000000	25.575323	12.857096	45.487404	9.278037	21.801538	11.765201	40.067883	11.565794	19.592971	20.096136	46.154011	"M"
"C12024"	25.554292	23.749822	4.280356	56.302553	10.699389	65.051221	113.354249	261.341168	12.369511	0.641647	1.607995	10.326777	144.038240	161.256851	190.868232	40.264533	0.005048	0.000000	0.000000	0.000000	0.000000	72.873115	29.555521	102.379927	23.716238	208.352097	74.464306	221.878051	48.377002	28.253256	27.931554	31.568981	"F"
"C12025"	25.426868	22.640058	5.402384	51.361394	10.938013	56.795817	69.698430	444.097845	19.974378	0.000000	0.000000	0.000000	94.579032	60.177946	938.462853	0.059341	0.000000	0.916980	0.570445	0.467782	0.154067	38.077421	26.655137	77.401093	17.913056	289.426586	198.194216	296.407707	97.688095	25.957308	26.817193	67.423071	"F"
"C12026"	32.583833	33.704447	0.327458	22.053547	2.723075	26.602121	232.809488	179.545508	0.317420	0.000000	0.000000	0.000000	227.934292	120.419301	89.940857	0.000000	0.000000	0.000000	0.000000	3.044138	1.443067	138.305870	67.816931	186.508395	50.852669	150.793684	52.809720	145.145158	34.288952	27.860426	29.869395	51.540897	"M"
"C12027"	22.173428	21.689158	1.959202	23.028170	5.911002	29.155220	60.886069	125.223385	3.154028	0.000000	0.159921	0.000000	64.698561	51.069844	109.832017	0.000000	0.000000	0.000000	0.000000	1.940976	2.207111	41.597875	17.199013	49.752051	15.553142	106.499355	50.153776	77.590298	25.012428	23.226339	27.136422	41.494090	"F"
"C12028"	14.277892	11.301235	3.549480	10.623316	5.841819	14.449556	38.402654	43.188697	2.581215	0.000000	2.622944	0.000000	48.575316	33.783111	34.176310	0.000000	0.043617	0.000000	0.000000	0.000000	0.000000	21.670209	15.667712	34.559031	11.619462	30.945724	15.566801	38.693073	10.081341	20.302604	19.444579	64.164966	"F"
"C12029"	15.659655	14.767130	0.964087	20.755734	4.494382	23.036970	51.962940	83.440929	0.924483	0.000000	0.304193	0.000000	53.134205	36.963820	79.467979	0.000000	0.040405	0.000000	0.000000	0.000000	0.000000	36.210651	13.745754	40.992209	10.972227	71.500427	14.014386	74.959124	8.771993	20.588702	22.501435	44.412985	"M"
"C12030"	37.107930	39.839436	0.957206	70.145679	1.579324	74.234560	108.811427	278.222430	1.835505	0.000000	1.839229	3.037679	114.475802	61.162483	269.655520	0.000000	0.207209	0.000000	0.000000	0.000000	0.000000	72.452763	28.875691	90.078069	20.264840	233.250722	101.812031	177.203435	38.855283	25.768734	25.869451	68.298374	"M"
"C12031"	24.568234	24.840936	0.000000	33.928712	2.246346	36.579584	76.434550	183.964041	0.000000	0.000000	0.000000	0.000000	79.103885	67.521142	57.627764	0.000000	0.000000	0.000000	0.000000	1.566345	1.309468	46.502997	24.258989	69.767800	14.693076	141.815479	78.009681	115.641879	31.468366	22.980109	25.547886	50.369162	"M"
"C12032"	10.077578	9.065426	1.431041	14.248373	1.143592	16.331192	32.635403	48.044080	2.164865	0.000000	0.000000	0.000000	32.369906	28.593903	51.645140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.211426	9.954292	24.943266	8.052394	42.917495	10.733520	28.202134	4.656907	18.059867	18.914197	27.714770	"F"
"C12033"	37.956101	38.070253	0.158970	44.539605	3.415925	46.291417	135.549954	222.343821	0.000000	0.000000	0.000000	0.941967	145.580532	123.911207	213.328717	0.000000	0.000000	1.075061	0.624706	0.473216	0.619303	91.713114	34.930199	117.299268	27.020877	177.830982	81.043828	139.798034	28.433567	26.541427	26.457562	44.204809	"F"
"C12034"	16.773278	17.346257	0.000000	23.942278	2.596361	26.604523	60.132386	133.005127	0.000000	0.000000	0.000000	0.000000	59.538714	44.052131	97.347263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	38.819574	19.223420	47.091589	14.635151	121.944923	39.420146	87.740029	18.630941	25.223606	25.652113	34.682109	"M"
"C12035"	4.453951	4.177750	0.618530	14.924705	1.660759	16.804735	6.625030	91.336991	1.201913	0.000000	0.000000	0.000000	7.778646	2.018858	78.029384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.508837	2.751981	6.030340	1.617900	79.280600	11.168054	47.386594	1.895710	5.580747	18.399846	38.553598	"M"
"C12036"	34.760991	31.586036	8.886177	27.087818	9.776085	32.406748	170.338190	136.823693	39.871212	0.486151	3.550121	0.472131	213.370006	132.334040	122.870385	0.000000	0.057291	0.000000	0.000000	0.000000	0.000000	102.779499	64.879393	172.276948	51.158165	113.877885	58.106530	143.141113	35.423584	28.676173	26.960485	45.644055	"M"
"C12037"	22.758932	16.787144	8.306966	24.816339	7.244028	30.417446	76.612706	140.509406	67.677058	0.000000	0.000000	0.000000	140.477171	49.161508	146.198357	0.000000	0.000000	0.000000	0.000000	0.498880	0.160440	56.472596	20.779837	117.119754	32.755467	118.827183	53.714569	148.275702	41.382654	27.353719	27.552757	31.600664	"F"
"C12038"	27.491644	29.106750	0.000000	14.654954	3.105987	17.578202	401.599539	103.458531	0.000000	0.000000	0.000000	0.000000	415.832233	448.719925	158.790640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	280.017153	103.307749	309.584371	77.677151	83.078655	25.758750	81.014587	13.367307	25.164413	20.512309	73.693863	"M"
"C12039"	28.064610	26.880946	6.175247	29.727032	7.630209	35.757994	88.162331	79.389505	12.322036	0.000000	0.000000	0.000000	123.173034	108.086515	66.941925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.467340	17.310765	123.575915	15.845647	69.419473	16.622164	104.801540	12.547658	24.705696	23.206857	38.962998	"M"
"C12040"	53.725395	54.092028	0.780052	45.661278	2.718335	47.832616	139.291232	142.867110	0.623260	0.000000	1.538772	0.000000	133.790740	95.733903	91.943004	0.000000	0.121650	0.000000	0.000000	0.164565	0.059619	106.302988	24.137823	123.027649	16.915574	122.373221	24.365293	119.372409	11.339144	26.360926	26.003795	49.836768	"M"
"C12041"	50.013376	44.996049	19.292314	66.276886	18.684931	73.648246	159.485995	314.667596	69.085362	0.000000	0.000000	0.000000	244.895163	164.478574	399.686593	0.000000	0.000000	0.000000	0.000000	0.832714	1.148428	103.188472	59.036658	184.556556	51.302634	211.272726	122.507853	287.534112	78.637690	29.542875	29.767974	23.231878	"F"
"C12042"	19.923083	18.391415	1.108143	14.966111	4.299974	20.291847	59.653892	67.907638	3.647774	0.000000	0.163635	0.000000	70.902099	36.612210	35.033565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.746177	14.388483	60.850257	13.150032	48.129415	21.509339	61.058672	17.293654	22.060695	23.072611	35.101965	"M"
"C12043"	32.643784	33.720992	0.151699	51.536639	2.915222	54.985751	85.041301	181.337666	0.000000	0.000000	0.967574	0.000000	85.006915	81.551927	146.188351	0.000000	0.072292	0.000000	0.000000	0.000000	0.000000	61.206606	8.964848	80.851918	7.309943	159.528850	26.115255	145.101587	14.341386	22.799129	27.325234	47.129912	"M"
"C12044"	87.348875	90.904717	6.315058	102.130603	12.317071	108.641987	382.041441	544.704693	28.708783	0.000000	0.318201	2.070175	406.998052	357.104130	503.323022	0.000000	0.000000	0.000000	0.000000	0.162113	0.266850	253.662598	94.405895	357.771620	72.493067	441.887671	165.115417	440.719804	99.815015	28.139437	28.338810	29.181862	"M"
"C12045"	46.438167	45.505691	8.806716	32.537646	9.129446	42.270947	217.026698	105.684811	16.164584	0.000000	2.406114	0.000000	230.362114	230.597710	132.345856	0.000000	1.795704	0.000000	0.000000	0.164186	0.426659	144.887037	49.634661	173.405892	51.578321	81.234193	21.882939	93.003050	27.562426	29.327977	27.618176	45.197276	"F"
"C12046"	34.510535	29.877505	2.030180	30.222451	5.719080	36.436736	125.009178	134.113610	7.906613	0.661389	0.607111	4.719199	142.397919	99.892225	163.567824	0.679053	0.000000	0.000000	0.000000	0.000000	0.000000	79.295233	40.358471	110.886249	32.227088	105.845692	57.608742	97.026698	22.965703	29.922112	29.316303	33.803013	"M"
"C12047"	17.797513	17.553609	0.153677	25.494208	0.000000	24.842487	95.583904	105.035866	0.154670	0.000000	0.000000	0.000000	93.672663	69.478325	90.627724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	57.939821	29.067546	77.100060	16.499370	82.248181	32.385687	72.510870	12.804645	25.045572	23.241309	48.017652	"F"
"C12048"	13.899689	10.866474	4.640873	10.299152	7.021822	14.128173	26.817080	34.855284	13.846900	0.000000	0.306437	0.000000	47.234147	18.667708	104.430496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.100384	9.008656	31.131483	15.620830	20.204812	20.615062	36.956269	20.817250	18.134666	18.466890	28.753457	"F"
"C12049"	38.389960	36.210216	5.171026	37.865163	7.990048	44.558184	165.269240	137.611311	9.870723	0.000000	1.267351	0.000000	168.961970	121.080327	106.405063	0.600324	0.016604	0.000000	0.000000	0.000000	0.000000	105.027670	42.493403	139.373529	38.312356	115.230314	41.612193	101.044891	28.748328	29.435154	26.965309	33.786070	"F"
"C12050"	11.964293	11.852388	0.498073	7.116543	1.978854	9.420865	46.702870	34.538487	0.493621	0.000000	0.492274	1.065358	48.217110	29.105349	18.307051	0.000000	0.343116	0.000000	0.000000	0.000000	0.000000	24.473908	16.430703	38.282968	11.921874	24.323787	17.472557	24.943945	8.830608	18.564295	15.504407	32.534552	"M"
"C12051"	10.914446	9.455270	2.149168	13.508706	3.680783	17.054286	24.754969	89.021390	1.664750	0.000000	0.155886	0.000000	29.749153	17.642785	59.998007	0.000000	0.000000	0.642296	0.200164	0.325686	1.008592	16.521914	7.807471	21.556012	6.959049	88.870541	33.301262	49.428394	14.891034	16.150184	23.726513	24.383346	"F"
"C12052"	15.268542	15.549940	0.476990	60.521905	4.123760	60.481012	30.817490	264.962471	0.498284	0.000000	0.000000	0.000000	31.461401	28.743957	312.589613	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.140652	11.752241	23.079383	8.221688	228.168352	76.339083	169.300940	37.148224	16.807256	28.600916	41.686274	"F"
"C12053"	28.577628	24.516344	2.832631	33.716239	3.295916	35.608356	80.518876	149.700899	2.615335	0.000000	0.326400	0.000000	105.372638	70.025843	163.248906	0.000000	0.000000	4.726285	3.139080	0.000000	0.000000	46.901723	32.666103	77.596367	26.905427	111.083473	45.389188	130.251326	37.587067	23.086596	22.967447	42.536758	"F"
"C12054"	39.365426	38.350068	2.532726	73.736970	6.841862	76.664425	98.621480	322.005230	1.830019	0.000000	2.287816	0.000000	102.329785	97.423971	261.418746	0.200509	0.266650	0.000000	0.000000	5.761306	17.270958	64.329884	18.367728	93.406915	18.199695	275.952337	93.590161	201.332907	49.542032	24.186419	28.253974	49.666364	"F"
"C12055"	19.110518	15.903421	3.367968	16.770342	3.362315	19.003727	64.538730	74.735219	4.324978	0.000000	0.328592	0.000000	69.430455	28.824600	51.396500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.141336	24.496105	49.417368	20.429136	56.673635	35.882952	42.325841	11.716613	25.662376	22.082289	60.486568	"F"
"C12056"	43.580255	43.296120	0.000000	34.470833	4.077207	36.348039	231.366527	151.874032	0.000000	0.155262	0.150337	0.000000	237.915339	211.908974	128.753126	0.165044	0.020976	0.000000	0.000000	0.936897	0.477974	128.573236	82.393226	176.897734	55.545417	101.281252	66.452092	104.805657	35.830103	26.945871	26.579845	44.625635	"F"
"C12057"	12.291286	11.376921	1.141486	17.510194	2.199431	18.722884	31.675540	46.565403	0.751214	0.000000	0.481829	0.000000	31.080612	23.861282	35.931972	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.137516	6.212644	28.285566	4.420513	40.758848	10.649830	39.572484	5.464750	15.360865	18.966152	46.656847	"M"
"C12058"	33.946575	33.693195	0.000000	39.500528	2.285590	40.584200	151.752029	177.718735	0.000000	0.000000	0.000000	0.000000	164.755279	98.990681	113.008138	0.000000	0.000000	0.000000	0.000000	0.159663	0.021558	114.670511	30.864329	143.442499	21.483523	155.376746	29.429218	152.640430	18.880121	27.386159	27.125290	34.654745	"M"
"C12059"	66.767549	70.184844	0.662096	68.923570	2.080178	73.191459	219.892564	237.450169	0.817950	0.152261	0.000000	0.163907	229.450264	171.573232	244.508900	0.000000	0.000000	0.000000	0.000000	0.321419	0.078698	104.168022	41.601143	196.921219	32.257663	215.559471	50.365536	165.928276	25.738695	27.489432	28.382645	39.006768	"M"
"C12060"	26.192324	25.829568	1.111108	41.464578	3.549767	45.358503	40.856672	144.209176	1.273130	0.000000	0.000000	0.000000	39.560126	24.512758	112.229348	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.421849	13.309486	29.822322	11.141669	124.882777	45.267915	90.395845	22.554253	18.513129	27.070557	64.224521	"F"
"C12061"	4.677482	3.221489	1.944333	2.295800	2.480042	4.570348	3.405644	3.070380	2.602589	0.000000	0.000000	0.000000	7.952766	2.226903	6.358490	0.000000	0.000000	0.468546	2.773576	0.000000	0.000000	1.481296	1.763254	7.941734	0.770563	2.149910	1.243404	8.706722	1.102128	3.871524	4.938555	24.983026	"F"
"C12062"	14.715552	13.427308	3.212814	26.407881	8.148004	32.230473	64.550839	64.807913	3.161870	0.000000	0.460829	0.000000	73.054517	34.404292	43.635205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.696653	18.587427	62.011017	14.449316	60.976686	13.181693	66.057653	8.655527	24.842918	22.410690	44.559833	"M"
"C12063"	11.279837	11.216990	1.832352	16.979571	4.588070	20.205597	60.776976	154.253548	2.302743	0.000000	1.210800	0.665923	60.701843	51.142597	177.676695	0.000000	3.868284	0.315523	0.087722	0.000000	0.000000	33.455413	22.473483	44.059995	18.131848	110.731166	50.033043	119.352751	39.416755	22.062488	29.090319	26.556202	"M"
"C12064"	46.842177	47.023139	2.616590	45.488970	5.488774	52.128646	178.145812	172.414203	7.317818	0.000000	4.019554	0.000000	190.447760	169.560915	188.769052	0.494902	0.000000	0.000000	0.000000	2.082826	4.669104	127.760599	46.986407	156.752612	32.784974	135.811922	51.000106	135.985224	23.924850	28.449318	25.280526	35.230793	"F"
"C12065"	29.966436	29.549359	2.742446	33.139886	4.818188	34.120854	151.811623	152.754847	16.022404	0.000000	0.480207	0.000000	160.456428	117.231336	202.020911	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	104.367783	33.093097	142.457224	26.514383	109.223786	40.032845	122.355500	27.928084	26.967826	26.162153	28.245966	"F"
"C12066"	31.048253	28.207150	1.929857	28.524359	3.217738	30.772571	84.491836	122.900710	1.662742	0.000000	0.663911	0.000000	94.705435	56.935928	96.934413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	59.672572	22.438336	64.459082	19.377854	110.629291	36.619315	58.969311	16.983028	28.218357	27.695743	34.856722	"F"
"C12067"	12.279499	11.419699	0.152284	8.161702	1.360827	9.164266	53.156728	29.136789	0.159765	0.000000	0.000000	0.000000	54.481262	54.436913	26.361950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.607758	12.626207	40.689728	10.124019	21.888240	7.517699	23.587559	4.711155	21.826047	16.898874	47.712638	"F"
"C12068"	19.272348	19.512779	0.000000	23.541220	3.302723	26.413877	44.485526	71.812525	0.000000	0.000000	0.000000	0.000000	46.493529	45.878725	54.066733	0.000000	0.000000	0.000000	0.000000	0.154759	0.071628	30.120125	12.949746	38.747690	8.675670	59.016005	26.896971	44.305354	11.127897	20.324321	23.744625	57.088421	"M"
