CUST_ID	OUT_COMMUNITY_TOTAL	OUT_COMMUNITY_VOICE	OUT_COMMUNITY_SMS	IN_COMMUNITY_VOICE	IN_COMMUNITY_SMS	IN_COMMUNITY_TOTAL	VOICE_OUT_CALLS	VOICE_IN_CALLS	SMS_OUT_CALLS	MMS_OUT_CALLS	EVENTS_CALLS	INTERNET_CALLS	TOTAL_OUT_CALLS	VOICE_OUT_MINS	VOICE_IN_MINS	GPRS_TRAFFIC	EVENTS_TRAFFIC	OUT_CALLS_ROAMING	OUT_MINS_ROAMING	OUT_CALLS_INTERNATIONAL	OUT_MINS_INTERNATIONAL	OUT_CALLS_PEAK	OUT_CALLS_OFFPEAK	OUT_CALLS_WORK	OUT_CALLS_NONWORK	IN_CALLS_PEAK	IN_CALLS_OFFPEAK	IN_CALLS_WORK	IN_CALLS_NONWORK	DAYS_OUT	DAYS_IN	AGE	GENDER	PRC_VOICE_OUT_CALLS	PRC_SMS_OUT_CALLS	PRC_EVENTS_CALLS	PRC_INTERNET_CALLS	PRC_OUT_CALLS_INTERNATIONAL	PRC_OUT_CALLS_ROAMING	PRC_MMS_OUT_CALLS	PRC_OUT_CALLS_PEAK	PRC_OUT_CALLS_OFFPEAK	PRC_OUT_CALLS_WORK	PRC_OUT_CALLS_NONWORK	PRC_IN_CALLS_PEAK	PRC_IN_CALLS_OFFPEAK	PRC_IN_CALLS_WORK	PRC_IN_CALLS_NONWORK	PRC_OUT_COMMUNITY_VOICE	PRC_OUT_COMMUNITY_SMS	PRC_IN_COMMUNITY_VOICE	PRC_IN_COMMUNITY_SMS	ACD_OUT	ACD_IN
"C11124"	46.884746	43.509721	4.077341	64.301990	4.407660	69.075673	198.919115	210.509241	4.153599	0.309019	5.915465	1.378124	224.936829	144.891810	153.977985	0.800418	0.102613	10.716008	4.799292	3.731613	2.020288	122.627382	64.333699	185.986890	47.267310	147.172311	69.469698	210.617321	42.022855	29.396934	28.096087	40.677674	"M"	0.884333	0.018466	0.026298	0.006127	0.016590	0.047640	0.001374	0.655898	0.344102	0.797357	0.202643	0.679334	0.320666	0.833665	0.166335	0.928014	0.086965	0.930892	0.063809	0.728396	0.731455
"C11125"	32.057800	29.019449	5.817076	31.427373	11.034437	38.647057	181.904460	261.191318	32.268044	1.898160	3.114475	0.969228	219.834217	121.170704	198.629689	0.000000	6.584890	0.000000	0.000000	0.000000	0.000000	101.745035	72.208870	167.379803	49.673564	189.340813	133.429066	179.612520	57.067094	28.322118	28.718322	54.196754	"M"	0.827462	0.146784	0.014167	0.004409	0.000000	0.000000	0.008635	0.584897	0.415103	0.771146	0.228854	0.586612	0.413388	0.758885	0.241115	0.905223	0.181456	0.813189	0.285518	0.666123	0.760476
"C11126"	17.312200	17.260040	4.276490	23.113093	8.673611	27.529653	57.651357	95.304396	8.183572	0.000000	0.000000	0.000000	68.765509	44.380581	64.658544	0.000000	0.000000	0.000000	0.000000	0.156907	0.173587	40.828340	13.532909	53.730801	11.066473	80.548273	19.904722	82.428425	14.436818	21.000844	23.231036	30.682514	"M"	0.838376	0.119007	0.000000	0.000000	0.002282	0.000000	0.000000	0.751056	0.248944	0.829214	0.170786	0.801850	0.198150	0.850960	0.149040	0.996987	0.247022	0.839571	0.315064	0.769810	0.678442
"C11127"	13.891327	12.768636	1.665070	21.046329	2.557367	22.479353	45.114405	70.713350	7.022485	0.000000	0.000000	0.000000	54.714399	48.546257	47.841241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.014913	14.058448	40.115186	14.605076	45.068693	26.610602	47.471974	16.034283	22.499350	23.481578	34.540012	"M"	0.824544	0.128348	0.000000	0.000000	0.000000	0.000000	0.000000	0.657723	0.342277	0.733096	0.266904	0.628755	0.371245	0.747516	0.252484	0.919180	0.119864	0.936252	0.113765	1.076070	0.676552
"C11128"	29.466659	28.437619	0.000000	15.698832	0.830044	16.677060	75.906237	52.333600	0.000000	0.000000	0.809446	0.000000	109.683185	79.023193	57.030562	0.000000	0.099997	6.930186	4.903085	21.019241	19.966926	39.023828	15.462956	63.563176	19.511305	33.823127	12.501928	35.698099	9.189971	24.847389	19.033312	57.987822	"M"	0.692050	0.000000	0.007380	0.000000	0.191636	0.063184	0.000000	0.716207	0.283793	0.765135	0.234865	0.730126	0.269874	0.795269	0.204731	0.965078	0.000000	0.941343	0.049772	1.041063	1.089750
"C11129"	10.338440	9.949068	0.154494	79.749327	0.797802	83.134313	34.377334	230.494071	0.000000	0.000000	0.155723	0.000000	34.217422	55.605618	188.802507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.534572	17.066173	21.709626	11.552354	216.230143	46.660892	165.068566	26.737615	17.430558	26.723627	42.963518	"M"	1.004673	0.000000	0.004551	0.000000	0.000000	0.000000	0.000000	0.520623	0.479377	0.652686	0.347314	0.822509	0.177491	0.860601	0.139399	0.962337	0.014944	0.959283	0.009597	1.617508	0.819121
"C11130"	118.378865	123.518608	2.314513	130.760789	14.280507	133.836547	728.329330	571.809104	9.130355	0.000000	0.784580	0.000000	748.317382	954.124219	700.343206	0.000000	0.000000	3.887051	2.299881	1.098386	4.290934	442.199626	210.407897	660.064618	138.324508	417.307864	189.279000	407.138413	84.471737	22.983285	28.463700	23.936460	"M"	0.973289	0.012201	0.001048	0.000000	0.001468	0.005194	0.000000	0.677589	0.322411	0.826746	0.173254	0.687961	0.312039	0.828173	0.171827	1.043418	0.019552	0.977019	0.106701	1.310018	1.224785
"C11131"	17.483660	14.120268	6.760637	15.413619	4.355310	19.863770	88.000418	81.214389	29.567834	0.000000	0.162525	0.000000	121.014142	195.794044	85.372684	11.443840	0.000000	0.000000	0.000000	5.722095	10.406596	57.397242	13.605033	98.505136	22.072238	64.857815	13.107812	99.471650	20.866379	22.354913	23.002396	44.501303	"M"	0.727191	0.244334	0.001343	0.000000	0.047285	0.000000	0.000000	0.808386	0.191614	0.816945	0.183055	0.831877	0.168123	0.826602	0.173398	0.807627	0.386683	0.775966	0.219259	2.224922	1.051201
"C11132"	22.090823	21.728632	1.864892	24.015652	5.964190	30.284673	92.713749	140.647026	4.740835	1.091417	0.161177	1.075531	98.295067	84.492173	109.784293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	63.262256	17.478170	85.228717	12.961652	108.067965	32.594369	120.323978	23.565384	25.093303	25.529949	63.940983	"M"	0.943219	0.048231	0.001640	0.010942	0.000000	0.000000	0.011103	0.783526	0.216474	0.867995	0.132005	0.768279	0.231721	0.836226	0.163774	0.983604	0.084419	0.792997	0.196938	0.911323	0.780566
"C11133"	4.248594	4.213524	0.000000	31.100956	3.205120	33.717004	5.312053	89.902854	0.000000	0.000000	0.000000	0.000000	5.398390	3.545845	64.833053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.927693	0.331536	5.157033	0.480471	75.819554	16.263339	65.889838	8.098875	4.542600	21.264790	57.735179	"F"	0.984007	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.922161	0.077839	0.914772	0.085228	0.823384	0.176616	0.890539	0.109461	0.991746	0.000000	0.922412	0.095059	0.667509	0.721146
"C11134"	0.968075	0.940498	0.000000	9.960923	0.943054	11.311978	0.970716	15.586851	0.000000	0.000000	0.000000	0.000000	1.221688	1.962629	3.528739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156761	0.332463	0.631313	0.623361	8.017041	8.841635	11.478168	2.710899	0.456270	10.175906	33.524289	"M"	0.794569	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320428	0.679572	0.503169	0.496831	0.475544	0.524456	0.808945	0.191055	0.971514	0.000000	0.880564	0.083368	2.021836	0.226392
"C11135"	50.664823	48.506910	6.881382	50.022278	9.653447	52.719512	269.264048	275.287797	28.088443	0.000000	0.000000	0.000000	320.832289	173.948129	252.733990	0.000000	0.000000	0.000000	0.000000	1.207838	0.267506	163.479119	136.586773	229.993410	84.348434	170.427457	145.800256	177.875342	61.476321	28.624347	27.642432	48.783618	"M"	0.839267	0.087549	0.000000	0.000000	0.003765	0.000000	0.000000	0.544811	0.455189	0.731667	0.268333	0.538939	0.461061	0.743155	0.256845	0.957408	0.135822	0.948838	0.183110	0.646013	0.918072
"C11136"	15.487307	16.531607	0.000000	40.769682	1.795727	43.509014	71.418048	130.595114	0.000000	0.000000	0.161327	0.000000	69.601139	48.957894	137.964639	0.000000	0.021731	0.000000	0.000000	0.000000	0.000000	36.864840	23.708828	49.360340	18.271211	116.270100	35.257730	85.229181	19.302264	24.855263	26.326826	35.706005	"F"	1.026105	0.000000	0.002318	0.000000	0.000000	0.000000	0.000000	0.608595	0.391405	0.729842	0.270158	0.767318	0.232682	0.815345	0.184655	1.067429	0.000000	0.937040	0.041273	0.685512	1.056430
"C11137"	32.409449	27.558329	6.238902	31.270251	10.414778	38.762339	121.661183	129.402981	13.334711	0.000000	0.160715	0.000000	133.273504	122.941203	84.515451	0.000000	0.032585	0.000000	0.000000	1.407994	0.413243	74.853802	41.988293	106.117916	29.933650	73.520366	49.243775	105.253721	32.895676	24.174272	27.072641	34.032868	"F"	0.912868	0.100055	0.001206	0.000000	0.010565	0.000000	0.000000	0.640641	0.359359	0.779983	0.220017	0.598875	0.401125	0.761883	0.238117	0.850318	0.192503	0.806717	0.268683	1.010521	0.653118
"C11138"	42.073120	42.607582	1.315867	39.755706	3.753997	42.735742	161.741522	149.942715	1.391935	0.000000	0.818950	0.000000	161.741055	108.363125	122.719790	0.000000	0.025123	0.000000	0.000000	0.000000	0.000000	92.370788	45.756970	128.249018	37.791075	125.750017	52.763676	91.930599	26.018008	26.220771	26.085264	53.775981	"F"	1.000003	0.008606	0.005063	0.000000	0.000000	0.000000	0.000000	0.668734	0.331266	0.772398	0.227602	0.704428	0.295572	0.779412	0.220588	1.012703	0.031276	0.930268	0.087842	0.669977	0.818444
"C11139"	22.293433	15.756655	5.206565	29.194900	6.065267	37.207675	70.403768	86.467550	5.776961	0.000000	0.000000	0.000000	78.541742	50.629844	89.940035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	41.848862	10.462604	64.863652	11.605027	69.130815	17.824725	81.467783	16.101598	23.060664	24.434366	63.461975	"F"	0.896387	0.073553	0.000000	0.000000	0.000000	0.000000	0.000000	0.799994	0.200006	0.848238	0.151762	0.795013	0.204987	0.834973	0.165027	0.706785	0.233547	0.784647	0.163011	0.719135	1.040159
"C11140"	62.590183	54.405273	4.129862	75.439811	13.869426	85.998828	165.001922	229.425409	5.403055	0.000000	0.000000	0.163692	183.221600	137.625644	285.209651	0.000000	0.000000	0.000000	0.000000	0.481210	0.311440	112.354434	45.873211	129.108398	43.029392	176.674260	63.487091	151.641488	39.608083	26.697615	28.682674	28.528074	"F"	0.900559	0.029489	0.000000	0.000893	0.002626	0.000000	0.000000	0.710081	0.289919	0.750029	0.249971	0.735648	0.264352	0.792898	0.207102	0.869230	0.065983	0.877219	0.161275	0.834085	1.243148
"C11141"	24.030812	16.202345	7.129469	20.464666	8.869914	25.180782	25.798825	55.730106	8.801710	0.000000	0.160450	0.000000	44.900076	36.296334	75.878026	0.000000	0.000000	0.150185	0.383207	0.813987	3.227475	15.424298	9.247755	34.017961	12.473163	33.511322	21.233289	48.000392	18.895897	12.998543	12.858305	29.869517	"M"	0.574583	0.196029	0.003573	0.000000	0.018129	0.003345	0.000000	0.625173	0.374827	0.731709	0.268291	0.612139	0.387861	0.717534	0.282466	0.674232	0.296680	0.812710	0.352249	1.406899	1.361527
"C11142"	34.441122	27.579861	4.485239	17.721763	6.418310	24.203431	121.673577	128.197064	3.456500	0.000000	1.159025	8.363763	133.898674	86.090710	62.790043	0.000000	0.000000	0.000000	0.000000	0.302814	0.013041	80.286721	27.684167	93.163489	29.676153	122.710353	50.900624	63.829265	22.432010	25.646742	26.276252	32.875905	"M"	0.908699	0.025814	0.008656	0.062463	0.002262	0.000000	0.000000	0.743596	0.256404	0.758416	0.241584	0.706812	0.293188	0.739953	0.260047	0.800783	0.130229	0.732200	0.265182	0.707555	0.489793
"C11143"	22.091253	18.042742	11.147518	20.720491	15.363778	32.284335	126.895815	145.013913	46.038644	0.000000	1.474476	0.000000	175.976492	95.655366	105.836390	1.261322	0.033300	0.000000	0.000000	0.000000	0.000000	72.047090	36.100167	141.913779	30.145758	115.292937	49.811498	137.771104	31.037549	27.762454	28.494830	32.974865	"F"	0.721095	0.261618	0.008379	0.000000	0.000000	0.000000	0.000000	0.666194	0.333806	0.824795	0.175205	0.698303	0.301697	0.816138	0.183862	0.816737	0.504612	0.641813	0.475890	0.753810	0.729836
"C11144"	28.471280	22.651167	0.157208	25.448383	4.647662	27.768660	72.996400	70.465858	0.156928	0.000000	0.000000	0.000000	80.547627	46.910850	64.953137	0.000000	0.000000	0.000000	0.000000	1.631649	1.230408	47.011446	18.851966	57.636124	16.777043	51.960297	20.371229	56.581834	18.891987	23.314723	21.885684	92.123386	"M"	0.906251	0.001948	0.000000	0.000000	0.020257	0.000000	0.000000	0.713772	0.286228	0.774542	0.225458	0.718363	0.281637	0.749688	0.250312	0.795580	0.005522	0.916443	0.167371	0.642646	0.921767
"C11145"	8.488407	7.284989	0.155623	18.622282	1.634899	19.661019	17.490694	52.417723	0.000000	0.000000	0.498107	0.000000	19.103334	15.990437	44.795347	0.000000	0.000000	0.000000	0.000000	1.125480	1.071958	10.470178	2.215224	15.888886	3.071116	38.916440	14.438332	35.812159	10.576752	11.778737	22.664922	54.153131	"M"	0.915583	0.000000	0.026074	0.000000	0.058915	0.000000	0.000000	0.825372	0.174628	0.838021	0.161979	0.729390	0.270610	0.771998	0.228002	0.858228	0.018334	0.947168	0.083154	0.914225	0.854584
"C11146"	20.769955	15.080991	5.889209	16.230869	7.135195	22.044386	53.978833	66.163602	6.883479	0.000000	0.156866	0.000000	62.322245	29.400580	42.605112	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.976905	16.772378	51.997365	15.479083	51.678740	21.956911	55.371164	22.176074	24.197982	26.450043	42.965805	"F"	0.866125	0.110450	0.002517	0.000000	0.000000	0.000000	0.000000	0.669505	0.330495	0.770600	0.229400	0.701817	0.298183	0.714031	0.285969	0.726096	0.283545	0.736281	0.323674	0.544669	0.643936
"C11147"	32.246317	24.779881	2.289196	38.493897	6.695470	43.076924	66.828088	121.873316	3.455834	0.000000	0.958429	0.000000	70.310283	54.828989	147.811430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.354380	12.892378	60.758723	11.547121	115.263323	35.200457	79.240767	23.301413	20.910238	24.222153	40.007366	"M"	0.950474	0.049151	0.013631	0.000000	0.000000	0.000000	0.000000	0.774793	0.225207	0.840302	0.159698	0.766054	0.233946	0.772763	0.227237	0.768456	0.070991	0.893608	0.155431	0.820448	1.212828
"C11148"	30.123516	24.123719	2.828999	23.132023	6.267391	27.565338	52.589187	82.701084	4.774990	0.000000	0.330571	0.000000	55.307182	24.327405	43.949175	0.000000	0.011056	0.000000	0.000000	0.153567	0.236666	30.733519	19.823497	42.080547	16.496610	63.588393	31.380099	53.206578	19.291790	22.503390	23.237779	53.756381	"F"	0.950856	0.086336	0.005977	0.000000	0.002777	0.000000	0.000000	0.607898	0.392102	0.718378	0.281622	0.669574	0.330426	0.733900	0.266100	0.800827	0.093913	0.839171	0.227365	0.462593	0.531422
"C11149"	18.730687	14.727507	1.973699	18.426577	4.101869	20.052745	67.733923	134.440741	4.776668	0.313939	0.308140	0.000000	76.557492	37.570670	93.706554	0.277148	0.065306	0.000000	0.000000	0.000000	0.000000	36.326768	35.485393	48.788931	26.582578	76.545705	56.863864	93.465010	53.585169	23.343551	28.665534	33.893919	"M"	0.884746	0.062393	0.004025	0.000000	0.000000	0.000000	0.004101	0.505858	0.494142	0.647313	0.352687	0.573765	0.426235	0.635599	0.364401	0.786277	0.105372	0.918905	0.204554	0.554680	0.697010
"C11150"	16.225003	11.292879	4.109740	15.498903	6.125878	21.889076	20.583304	51.926123	1.550384	0.000000	10.100126	1.800840	35.271458	32.842939	125.758226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.226445	11.785030	26.440798	8.180919	46.727939	16.526321	40.842457	5.289725	20.453183	20.058585	35.169174	"M"	0.583568	0.043956	0.286354	0.051057	0.000000	0.000000	0.000000	0.380110	0.619890	0.763706	0.236294	0.738732	0.261268	0.885335	0.114665	0.696017	0.253297	0.708066	0.279860	1.595611	2.421868
"C11151"	68.986713	66.416735	6.698709	76.061112	8.016955	78.411262	305.579171	494.743759	14.589705	0.000000	0.654736	0.000000	350.863432	314.805894	589.504194	0.000000	0.000000	0.000000	0.000000	16.057485	20.594670	150.409139	98.433703	259.637202	72.322674	327.404151	225.750627	295.476663	103.721464	29.054948	30.320450	30.135668	"F"	0.870935	0.041582	0.001866	0.000000	0.045766	0.000000	0.000000	0.604434	0.395566	0.782134	0.217866	0.591885	0.408115	0.740175	0.259825	0.962747	0.097101	0.970028	0.102242	1.030194	1.191534
"C11152"	67.753311	69.341576	1.975765	58.240881	5.058898	62.783299	326.452788	309.027440	22.704169	0.000000	0.000000	1.164409	335.063320	545.352996	371.575981	0.000000	0.000000	5.331122	20.420291	0.317266	2.762325	217.811693	77.488579	293.882333	54.506651	224.119417	86.848146	267.810025	47.559070	27.915951	29.213619	38.884278	"M"	0.974302	0.067761	0.000000	0.003475	0.000947	0.015911	0.000000	0.737594	0.262406	0.843547	0.156453	0.720716	0.279284	0.849196	0.150804	1.023442	0.029161	0.927649	0.080577	1.670542	1.202404
"C11153"	60.654336	6.679673	50.974137	46.593078	9.577492	50.147756	8.635466	142.958991	134.761213	0.000000	0.000000	0.000000	152.718481	5.935068	76.277539	0.000000	0.000000	0.794250	0.650784	0.000000	0.000000	6.777922	2.133099	152.126020	2.429207	114.601654	45.915951	148.867562	22.094395	9.352169	25.208597	26.446762	"F"	0.056545	0.882416	0.000000	0.000000	0.000000	0.005201	0.000000	0.760622	0.239378	0.984283	0.015717	0.713951	0.286049	0.870764	0.129236	0.110127	0.840404	0.929116	0.190985	0.687290	0.533562
"C11154"	59.985480	54.389844	3.761847	58.414595	10.621081	63.350049	304.349015	182.415568	6.778664	0.000000	0.151434	0.000000	313.593941	346.965274	233.939936	0.000000	0.000000	0.000000	0.000000	0.300926	0.415593	187.024798	82.283742	271.145396	52.957827	164.178443	35.794764	161.736460	26.197718	27.507190	28.263012	47.782695	"M"	0.970519	0.021616	0.000483	0.000000	0.000960	0.000000	0.000000	0.694463	0.305537	0.836602	0.163398	0.821002	0.178998	0.860602	0.139398	0.906717	0.062713	0.922092	0.167657	1.140024	1.282456
"C11155"	68.560221	61.942859	13.178268	79.099086	14.395251	87.556405	197.855444	369.250533	36.008374	0.000000	0.332022	0.000000	243.123951	313.655184	515.513699	0.077526	0.000000	4.551269	6.751723	2.040620	4.955508	143.895995	19.578761	223.438274	21.599754	321.943494	57.645044	330.186722	35.550529	26.686795	28.771085	36.728437	"M"	0.813805	0.148107	0.001366	0.000000	0.008393	0.018720	0.000000	0.880234	0.119766	0.911851	0.088149	0.848138	0.151862	0.902798	0.097202	0.903481	0.192214	0.903407	0.164411	1.585274	1.396108
"C11156"	26.467975	19.361600	5.350226	41.886398	8.233879	44.690041	100.123944	116.933767	9.797673	0.000000	0.158704	0.000000	139.508974	81.873816	115.560930	0.000000	0.021069	0.000000	0.000000	20.964396	13.224917	37.858607	30.664265	81.184369	33.112246	90.820290	36.011950	93.342331	33.775590	24.789490	25.888241	54.845475	"M"	0.717688	0.070230	0.001138	0.000000	0.150273	0.000000	0.000000	0.552496	0.447504	0.710295	0.289705	0.716066	0.283934	0.734297	0.265703	0.731510	0.202140	0.937265	0.184244	0.817725	0.988260
"C11157"	29.327436	27.664015	4.459823	39.067010	7.337649	43.859803	100.641850	187.509355	7.121372	0.000000	2.107395	0.000000	108.110490	60.722708	130.825703	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	63.680441	29.031025	89.957818	24.418248	151.566910	51.915802	134.548707	28.748464	26.261086	27.422271	38.148731	"M"	0.930917	0.065871	0.019493	0.000000	0.000000	0.000000	0.000000	0.686867	0.313133	0.786509	0.213491	0.744864	0.255136	0.823950	0.176050	0.943281	0.152070	0.890725	0.167298	0.603354	0.697702
"C11158"	32.256307	31.348754	0.165443	30.035283	3.391598	33.070726	101.885254	144.573598	0.161638	0.000000	0.166021	0.000000	104.938400	49.296845	95.662128	0.000000	0.020470	0.000000	0.000000	0.000000	0.000000	83.996732	12.920004	94.929464	11.037680	138.252325	26.797944	109.758336	11.022550	26.024388	24.559360	56.414282	"M"	0.970905	0.001540	0.001582	0.000000	0.000000	0.000000	0.000000	0.866690	0.133310	0.895839	0.104161	0.837638	0.162362	0.908739	0.091261	0.971864	0.005129	0.908214	0.102556	0.483847	0.661685
"C11159"	27.977606	25.274004	3.692109	25.060856	3.463104	27.578970	155.074593	153.573423	5.585192	0.308807	1.296477	0.464599	168.716985	152.782380	144.511966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	99.731457	52.065783	125.369033	43.548140	120.597541	61.151969	100.708567	40.223798	29.614850	27.277444	35.657682	"M"	0.919140	0.033104	0.007684	0.002754	0.000000	0.000000	0.001830	0.657004	0.342996	0.742192	0.257808	0.663537	0.336463	0.714588	0.285412	0.903365	0.131967	0.908694	0.125570	0.985219	0.940996
"C11160"	15.231649	13.089393	3.077999	8.832645	1.822276	10.426978	30.690308	29.077027	5.311912	0.000000	0.152528	0.000000	34.160083	23.343555	38.516492	0.000000	0.000000	0.163540	0.012525	0.309380	0.157086	17.941581	11.232986	27.479468	8.497689	19.495719	12.187855	19.174939	6.034715	13.815391	13.032761	75.820146	"F"	0.898426	0.155501	0.004465	0.000000	0.009057	0.004787	0.000000	0.614973	0.385027	0.763803	0.236197	0.615326	0.384674	0.760619	0.239381	0.859355	0.202079	0.847095	0.174765	0.760617	1.324637
"C11161"	17.018012	13.928288	5.626154	25.143839	7.619121	29.949409	24.649482	100.290588	19.088153	0.000000	0.972789	0.000000	46.845935	22.327384	100.517105	0.000000	0.058656	0.000000	0.000000	0.000000	0.000000	19.383588	3.206735	36.495100	8.026900	85.911726	20.969802	97.743980	15.569588	16.841872	23.632232	28.187887	"F"	0.526182	0.407467	0.020766	0.000000	0.000000	0.000000	0.000000	0.858048	0.141952	0.819709	0.180291	0.803803	0.196197	0.862597	0.137403	0.818444	0.330600	0.839544	0.254400	0.905795	1.002259
"C11162"	41.348184	38.653007	2.590804	59.504728	9.085187	62.571190	151.778687	223.454293	2.994418	0.000000	1.115794	8.349687	175.051403	201.617099	169.005106	0.000000	0.000000	0.000000	0.000000	0.161169	0.031116	95.533460	47.578296	127.698858	35.104429	174.830522	68.969461	171.301913	41.936301	26.996084	29.156744	32.835979	"M"	0.867052	0.017106	0.006374	0.047698	0.000921	0.000000	0.000000	0.667544	0.332456	0.784375	0.215625	0.717106	0.282894	0.803336	0.196664	0.934818	0.062658	0.950992	0.145198	1.328362	0.756330
"C11163"	23.642483	21.526941	3.199620	21.152391	8.850374	26.065105	82.971843	73.982324	11.530333	0.000000	0.000000	0.000000	90.938274	79.758591	71.023487	0.000000	0.000000	0.000000	0.000000	0.155399	0.081541	52.675356	34.060608	74.733492	22.964902	46.764787	24.881329	73.188343	22.709217	26.209456	26.761923	35.573564	"M"	0.912397	0.126793	0.000000	0.000000	0.001709	0.000000	0.000000	0.607307	0.392693	0.764941	0.235059	0.652719	0.347281	0.763193	0.236807	0.910519	0.135334	0.811521	0.339549	0.961273	0.960006
"C11164"	81.350833	72.483751	5.041223	47.565845	7.515251	53.445214	312.611500	184.144042	5.219063	0.612153	0.811186	0.000000	304.924847	622.229632	218.398520	0.000000	0.000000	0.000000	0.000000	1.051636	2.068127	167.486384	91.237825	236.576298	71.470317	146.884605	30.065775	175.829036	44.229482	28.051503	27.907850	31.449632	"M"	1.025208	0.017116	0.002660	0.000000	0.003449	0.000000	0.002008	0.647355	0.352645	0.767989	0.232011	0.830089	0.169911	0.799010	0.200990	0.891002	0.061969	0.889993	0.140616	1.990425	1.186020
"C11165"	5.718736	6.150283	0.000000	4.950155	0.306111	5.472860	16.809586	35.113738	0.000000	0.000000	0.000000	0.000000	16.824899	15.788187	32.217398	0.000000	0.000000	0.323894	0.168049	0.000000	0.000000	11.528241	5.306499	14.888966	3.469321	35.076206	15.054825	21.333096	3.110711	12.569516	13.849332	65.901617	"F"	0.999090	0.000000	0.000000	0.000000	0.000000	0.019251	0.000000	0.684789	0.315211	0.811022	0.188978	0.699690	0.300310	0.872740	0.127260	1.075462	0.000000	0.904491	0.055933	0.939237	0.917515
"C11166"	107.450864	115.802433	0.000000	139.238869	5.048429	135.959975	745.791261	966.235081	0.000000	0.000000	0.000000	1.389450	699.449939	487.985744	679.368330	0.000000	0.000000	0.490814	0.153719	2.097330	3.993489	502.186739	149.702298	615.326533	122.923762	966.274659	315.678399	547.463484	85.661264	27.620669	28.492485	37.965417	"M"	1.066254	0.000000	0.000000	0.001986	0.002999	0.000702	0.000000	0.770356	0.229644	0.833493	0.166507	0.753752	0.246248	0.864701	0.135299	1.077725	0.000000	1.024117	0.037132	0.654319	0.703109
"C11167"	45.408811	45.298507	0.322347	41.321334	1.292785	43.719695	194.458000	195.349431	1.612502	0.000000	0.158331	0.000000	190.228341	160.788622	187.895925	0.000000	0.018971	0.000000	0.000000	0.300889	1.535519	122.992233	58.102191	145.064536	47.830863	169.835622	62.671060	104.373271	25.684523	23.409259	23.077355	23.991740	"M"	1.022235	0.008477	0.000832	0.000000	0.001582	0.000000	0.000000	0.679161	0.320839	0.752037	0.247963	0.730455	0.269545	0.802515	0.197485	0.997571	0.007099	0.945142	0.029570	0.826855	0.961845
"C11168"	24.420062	25.108654	2.918213	39.213531	7.503704	42.907808	79.418897	297.348960	10.401336	0.000000	0.988372	0.000000	102.456986	46.581299	203.612700	0.000000	0.000000	0.000000	0.000000	9.019829	3.426197	47.747770	22.338833	71.430900	24.174954	179.696206	132.744123	238.645502	79.633771	25.105140	27.946173	44.248840	"F"	0.775144	0.101519	0.009647	0.000000	0.088035	0.000000	0.000000	0.681268	0.318732	0.747139	0.252861	0.575138	0.424862	0.749799	0.250201	1.028198	0.119501	0.913902	0.174880	0.586527	0.684760
"C11169"	10.450661	10.543597	0.488377	6.877877	0.933215	7.650480	39.319696	20.000929	0.165005	0.000000	0.808392	0.000000	40.300640	27.832343	11.275002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.364983	15.528868	24.706308	13.838494	13.961793	8.517414	14.748687	5.211628	19.594817	13.659869	27.138492	"M"	0.975659	0.004094	0.020059	0.000000	0.000000	0.000000	0.000000	0.567367	0.432633	0.640976	0.359024	0.621098	0.378902	0.738901	0.261099	1.008893	0.046732	0.899012	0.121981	0.707847	0.563724
"C11170"	18.531436	15.258144	4.432280	9.922428	4.996312	15.084693	145.070291	50.854393	11.778415	0.000000	1.091641	0.309730	159.709969	66.099560	29.625835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.027949	67.000544	124.599813	44.303821	35.701804	16.899148	43.451749	12.362330	27.765881	21.471685	40.891915	"M"	0.908336	0.073749	0.006835	0.001939	0.000000	0.000000	0.000000	0.565012	0.434988	0.737698	0.262302	0.678729	0.321271	0.778509	0.221491	0.823365	0.239176	0.657781	0.331217	0.455638	0.582562
